InFreq=1000
Nw in RingBuffer　　　　　　Nr in RingBuffer
count   RB00      RB01      RB02      RB03      RB04      RB05      RB06      RB07      RB08      RB09      RB10      RB11      RB12      RB13      RB00      RB01      RB02      RB03      RB04      RB05      RB06      RB07      RB08      RB09      RB10      RB11      RB12      RB13   
 4571      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4572      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4573      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4574      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4575      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4576      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4577      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4578      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4579      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4580      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4581      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4582      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4583      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4584      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4585      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4586      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4587      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4588      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4589      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4590      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4591      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4592      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4593      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4594      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4595      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4596      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4597      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4598      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4599      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4600      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4601      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4602      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4603      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4604      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4605      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4606      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4607      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4608      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4609      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4610      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4611      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4612      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4613      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4614      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4615      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4616      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4617      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4618      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4619      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4620      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4621      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4622      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4623      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4624      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4625      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4626      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4627      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4628      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4629      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4630      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4631      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4632      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4633      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4634      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4635      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4636      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4637      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4638      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4639      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4640      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4641      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4642      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4643      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4644      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4645      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4646      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4647      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4648      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4649      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4650      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4651      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4652      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4653      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4654      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4655      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4656      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4657      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4658      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4659      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4660      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4661      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4662      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4663      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4664      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4665      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4666      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4667      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4668      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4669      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4670      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4671      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4672      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4673      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4674      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4675      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4676      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4677      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4678      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4679      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4680      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4681      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4682      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4683      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4684      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4685      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4686      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4687      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4688      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4689      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4690      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4691      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4692      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4693      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4694      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4695      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4696      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4697      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4698      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4699      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4700      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4701      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4702      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4703      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4704      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4705      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4706      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4707      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4708      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4709      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4710      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4711      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4712      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4713      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4714      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4715      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4716      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4717      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4718      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4719      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4720      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4721      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4722      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4723      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4724      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4725      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4726      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 4727      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
